age,age_group,job,marital,education,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,td_enroll
59,Boomer,management,married,tertiary,138,yes,yes,cellular,162,2,187,5,failure,no
54,Boomer,blue-collar,divorced,primary,10374,yes,no,cellular,283,2,189,2,other,no
26,Millennial,blue-collar,married,primary,104,yes,no,cellular,230,6,360,2,other,no
29,Millennial,technician,divorced,secondary,-95,yes,no,cellular,42,7,228,1,other,no
39,GenX,management,single,tertiary,313,no,yes,cellular,118,5,196,1,other,no
25,Millennial,student,single,secondary,304,no,no,cellular,152,1,188,2,success,no
43,GenX,management,married,tertiary,28,yes,no,cellular,136,1,176,1,failure,no
26,Millennial,student,single,secondary,0,no,no,cellular,237,1,82,2,failure,no
30,Millennial,technician,single,tertiary,3,yes,no,cellular,54,1,195,1,failure,no
62,Boomer,retired,married,primary,1515,yes,no,cellular,131,1,187,2,failure,no
47,GenX,management,married,tertiary,109,yes,no,cellular,91,2,268,1,failure,no
40,GenX,entrepreneur,married,tertiary,2644,yes,no,cellular,110,2,185,1,failure,no
52,Boomer,admin.,divorced,secondary,725,yes,no,cellular,57,3,325,1,other,no
32,Millennial,blue-collar,divorced,primary,158,yes,no,cellular,728,4,253,1,failure,no
45,GenX,admin.,married,primary,542,no,no,cellular,8,5,350,3,other,no
35,GenX,technician,single,secondary,1693,yes,no,cellular,58,1,105,1,success,no
47,GenX,technician,married,secondary,0,yes,no,cellular,97,1,231,2,failure,no
36,GenX,management,married,tertiary,86,yes,no,cellular,104,1,380,3,failure,no
20,Millennial,student,single,secondary,291,no,no,telephone,172,5,371,5,failure,no
38,GenX,management,single,tertiary,427,yes,no,cellular,253,1,182,1,failure,no
44,GenX,technician,single,secondary,33,yes,no,cellular,195,3,351,10,failure,no
46,GenX,management,single,secondary,5993,no,no,cellular,159,1,112,1,failure,no
43,GenX,management,married,unknown,587,yes,no,cellular,11,6,231,9,failure,no
40,GenX,admin.,married,secondary,0,yes,no,cellular,561,1,201,1,failure,no
44,GenX,blue-collar,married,secondary,1311,yes,no,cellular,184,1,364,1,failure,no
48,GenX,blue-collar,married,secondary,1143,yes,no,cellular,264,1,317,1,failure,no
35,GenX,management,single,tertiary,2187,yes,no,cellular,229,1,174,13,other,no
34,Millennial,housemaid,single,secondary,1363,no,no,telephone,258,1,93,1,failure,no
35,GenX,management,divorced,tertiary,434,yes,no,cellular,277,1,271,2,success,no
40,GenX,services,single,secondary,326,yes,no,cellular,124,1,175,1,failure,no
39,GenX,technician,married,secondary,958,yes,no,cellular,141,5,142,4,failure,no
46,GenX,blue-collar,married,secondary,1232,no,yes,cellular,300,3,195,8,other,no
43,GenX,management,married,tertiary,2767,yes,no,cellular,374,1,186,7,failure,no
36,GenX,technician,married,secondary,1497,no,yes,cellular,455,2,94,3,other,no
41,GenX,admin.,married,secondary,1380,yes,no,cellular,65,1,333,1,failure,no
48,GenX,blue-collar,married,secondary,578,yes,no,cellular,70,1,250,1,failure,no
33,Millennial,services,divorced,secondary,1156,yes,no,cellular,612,1,177,2,failure,no
39,GenX,admin.,married,secondary,217,yes,no,cellular,284,1,308,4,failure,no
39,GenX,blue-collar,single,secondary,0,yes,no,cellular,9,10,330,10,other,no
42,GenX,admin.,divorced,secondary,-106,yes,no,cellular,495,1,347,3,failure,no
32,Millennial,services,single,secondary,671,yes,no,cellular,237,2,345,3,failure,no
45,GenX,admin.,married,secondary,251,yes,no,cellular,304,2,259,2,failure,no
36,GenX,unemployed,single,tertiary,953,yes,no,cellular,102,2,101,3,failure,no
52,Boomer,blue-collar,married,secondary,1797,yes,no,cellular,92,2,99,1,failure,no
33,Millennial,blue-collar,divorced,secondary,714,yes,no,cellular,208,1,344,2,other,no
32,Millennial,services,single,secondary,344,no,yes,cellular,21,7,141,9,other,no
31,Millennial,student,single,tertiary,64,no,no,cellular,181,2,183,3,failure,no
59,Boomer,housemaid,married,secondary,0,no,no,telephone,107,2,63,1,failure,no
30,Millennial,blue-collar,single,secondary,1012,yes,no,cellular,22,3,329,1,failure,no
37,GenX,management,single,tertiary,0,no,no,cellular,107,1,258,3,other,no
41,GenX,blue-collar,married,secondary,926,yes,no,cellular,306,2,347,1,other,no
36,GenX,entrepreneur,married,secondary,1163,yes,no,cellular,420,7,363,1,failure,no
40,GenX,blue-collar,married,secondary,-605,yes,yes,cellular,79,1,171,1,failure,no
34,Millennial,blue-collar,married,primary,1309,yes,no,cellular,456,2,364,1,failure,no
53,Boomer,blue-collar,married,primary,4793,yes,no,telephone,26,4,150,5,failure,no
34,Millennial,admin.,married,secondary,1499,yes,no,cellular,186,1,327,2,failure,no
25,Millennial,student,single,tertiary,938,yes,no,cellular,36,1,352,1,other,no
35,GenX,blue-collar,married,secondary,1831,yes,no,cellular,96,2,358,2,failure,no
47,GenX,management,divorced,tertiary,-49,yes,no,cellular,14,6,327,23,failure,no
34,Millennial,technician,single,secondary,513,yes,no,cellular,165,3,169,5,other,no
36,GenX,technician,married,secondary,1508,no,no,cellular,187,2,185,8,failure,no
32,Millennial,services,married,secondary,687,no,no,cellular,415,3,296,2,other,no
39,GenX,admin.,married,tertiary,1322,yes,no,cellular,157,3,486,1,other,no
30,Millennial,management,married,tertiary,1077,no,no,cellular,151,1,96,1,failure,no
59,Boomer,management,married,tertiary,2764,no,no,cellular,237,1,206,2,failure,no
47,GenX,technician,divorced,tertiary,477,yes,no,telephone,973,1,366,1,failure,no
35,GenX,technician,single,tertiary,458,yes,no,cellular,2129,1,322,3,failure,no
43,GenX,admin.,married,tertiary,279,yes,no,cellular,155,1,164,1,failure,no
29,Millennial,management,single,unknown,560,no,no,cellular,212,1,92,2,success,no
42,GenX,services,married,secondary,1027,yes,no,telephone,188,2,168,2,failure,no
47,GenX,blue-collar,married,secondary,2548,yes,no,cellular,577,1,368,1,other,no
52,Boomer,management,married,tertiary,1944,yes,no,cellular,238,3,323,2,failure,no
32,Millennial,blue-collar,married,secondary,897,yes,no,cellular,293,3,322,2,failure,no
31,Millennial,blue-collar,married,secondary,1981,yes,no,cellular,198,1,268,2,failure,no
33,Millennial,technician,married,secondary,1026,no,no,cellular,326,2,340,3,failure,no
32,Millennial,admin.,single,tertiary,291,no,no,telephone,223,6,275,5,other,no
27,Millennial,student,single,unknown,1444,no,no,cellular,130,1,91,2,failure,no
47,GenX,blue-collar,single,primary,10558,yes,no,cellular,81,3,174,2,other,no
41,GenX,blue-collar,married,secondary,440,yes,no,cellular,523,1,334,2,failure,no
30,Millennial,technician,married,secondary,817,yes,no,cellular,208,3,91,4,failure,no
27,Millennial,student,single,tertiary,4869,yes,no,cellular,258,2,343,4,other,no
43,GenX,services,married,secondary,3689,yes,no,cellular,165,1,321,1,failure,no
34,Millennial,management,divorced,tertiary,471,no,no,cellular,247,1,332,4,failure,no
29,Millennial,self-employed,single,tertiary,805,no,no,cellular,302,2,128,8,success,no
35,GenX,self-employed,married,secondary,-56,yes,no,cellular,162,2,361,3,failure,no
31,Millennial,technician,single,tertiary,4561,yes,no,cellular,301,1,274,2,failure,no
32,Millennial,blue-collar,married,secondary,2,yes,no,cellular,16,9,309,1,failure,no
30,Millennial,services,single,secondary,581,yes,no,cellular,267,1,354,1,other,no
33,Millennial,admin.,married,secondary,347,yes,no,cellular,7,7,193,13,failure,no
38,GenX,blue-collar,married,secondary,730,yes,no,cellular,19,5,328,8,other,no
66,Boomer,retired,married,secondary,3409,no,no,cellular,133,3,160,3,failure,no
43,GenX,management,divorced,unknown,7702,no,no,cellular,108,7,102,3,success,no
35,GenX,blue-collar,married,secondary,199,yes,no,cellular,203,1,344,3,failure,no
43,GenX,blue-collar,married,primary,2519,yes,no,cellular,257,2,146,9,other,no
23,Millennial,student,single,secondary,2412,yes,no,cellular,239,5,367,2,failure,no
30,Millennial,blue-collar,married,primary,124,yes,no,unknown,5,1,775,2,other,no
33,Millennial,technician,married,tertiary,525,yes,yes,cellular,499,1,247,1,failure,no
39,GenX,blue-collar,married,primary,2366,yes,no,cellular,1007,3,325,4,failure,no
47,GenX,services,divorced,primary,91,yes,no,cellular,473,2,339,1,failure,no
40,GenX,blue-collar,married,secondary,356,yes,yes,cellular,1254,3,365,1,failure,no
26,Millennial,blue-collar,single,primary,619,yes,yes,cellular,720,1,352,1,failure,no
29,Millennial,blue-collar,single,primary,1768,yes,no,cellular,426,3,344,1,other,no
47,GenX,housemaid,married,tertiary,228,yes,no,cellular,80,1,118,1,failure,no
31,Millennial,blue-collar,single,secondary,397,yes,no,telephone,134,1,350,7,failure,no
33,Millennial,management,married,tertiary,71,no,no,cellular,136,1,287,1,failure,no
50,GenX,management,married,tertiary,400,yes,no,cellular,41,1,360,1,failure,no
40,GenX,services,married,secondary,87,yes,yes,cellular,116,2,113,4,failure,no
57,Boomer,admin.,married,primary,202,yes,no,cellular,207,1,346,2,failure,no
39,GenX,management,married,secondary,794,yes,no,cellular,71,1,243,3,failure,no
50,GenX,technician,married,secondary,-70,yes,yes,cellular,391,2,191,1,failure,no
57,Boomer,technician,single,secondary,3499,yes,no,cellular,104,4,175,3,failure,no
36,GenX,blue-collar,single,secondary,3508,yes,no,cellular,183,1,266,3,failure,no
30,Millennial,admin.,married,tertiary,26,yes,no,cellular,62,1,323,1,failure,no
27,Millennial,management,single,secondary,843,no,no,cellular,123,2,185,1,success,no
62,Boomer,technician,married,unknown,4727,yes,no,telephone,80,4,90,4,other,no
33,Millennial,management,single,tertiary,9317,no,no,cellular,267,1,205,3,failure,no
33,Millennial,management,married,secondary,369,no,no,cellular,83,1,92,3,failure,no
28,Millennial,services,married,secondary,511,yes,no,cellular,274,1,319,5,failure,no
31,Millennial,blue-collar,married,secondary,360,yes,yes,cellular,89,1,241,1,failure,no
41,GenX,retired,single,primary,0,no,no,cellular,239,1,368,2,failure,no
35,GenX,services,married,secondary,302,yes,no,cellular,137,1,364,1,failure,no
43,GenX,blue-collar,married,primary,60,no,no,cellular,487,2,367,2,other,no
47,GenX,admin.,married,secondary,175,yes,no,cellular,236,4,262,7,failure,no
49,GenX,technician,married,tertiary,523,yes,no,cellular,203,1,31,2,success,no
45,GenX,blue-collar,married,primary,0,yes,no,telephone,64,1,362,7,failure,no
29,Millennial,blue-collar,single,secondary,0,yes,no,cellular,16,9,253,1,failure,no
35,GenX,technician,single,secondary,920,yes,no,cellular,159,2,286,6,failure,no
39,GenX,blue-collar,married,secondary,5092,yes,no,cellular,206,2,329,6,failure,no
40,GenX,admin.,single,secondary,664,no,no,cellular,188,2,121,2,success,no
51,Boomer,blue-collar,married,secondary,160,yes,no,cellular,136,1,359,1,failure,no
42,GenX,unemployed,married,secondary,0,yes,yes,cellular,158,1,330,12,failure,no
55,Boomer,retired,married,secondary,3948,no,no,cellular,149,1,170,2,failure,no
31,Millennial,entrepreneur,married,secondary,1539,yes,yes,cellular,67,6,177,9,failure,no
33,Millennial,blue-collar,married,secondary,-241,yes,yes,cellular,117,1,253,1,failure,no
27,Millennial,admin.,single,secondary,827,yes,no,cellular,73,1,107,1,failure,no
36,GenX,technician,single,primary,2169,yes,no,cellular,133,2,110,3,other,no
29,Millennial,admin.,single,secondary,596,yes,no,cellular,172,2,346,6,failure,no
47,GenX,management,married,tertiary,999,no,no,cellular,111,1,94,1,other,no
36,GenX,admin.,single,secondary,0,yes,yes,cellular,109,1,189,1,failure,no
27,Millennial,student,single,secondary,268,yes,no,cellular,528,1,358,2,failure,no
32,Millennial,management,married,tertiary,1270,no,no,cellular,420,1,15,3,success,no
29,Millennial,services,single,secondary,0,no,no,unknown,12,1,514,3,failure,no
58,Boomer,entrepreneur,married,primary,1153,yes,yes,telephone,206,6,337,6,failure,no
52,Boomer,management,single,tertiary,2290,no,no,cellular,195,2,268,2,other,no
40,GenX,housemaid,married,secondary,1029,yes,yes,cellular,117,2,117,3,failure,no
43,GenX,management,married,primary,62,yes,no,cellular,133,1,300,3,failure,no
24,Millennial,admin.,married,secondary,61,yes,yes,cellular,278,1,343,2,other,no
38,GenX,admin.,divorced,secondary,308,yes,no,cellular,197,1,274,1,failure,no
54,Boomer,technician,married,secondary,0,no,no,telephone,986,1,94,8,failure,no
35,GenX,blue-collar,married,secondary,911,yes,no,cellular,136,2,175,7,failure,no
53,Boomer,admin.,single,secondary,2398,yes,no,cellular,108,1,92,1,success,no
36,GenX,admin.,single,tertiary,635,no,no,cellular,80,1,102,1,failure,no
53,Boomer,admin.,single,primary,0,yes,no,cellular,176,1,322,5,other,no
44,GenX,management,divorced,tertiary,2422,yes,no,cellular,399,2,269,2,failure,no
27,Millennial,admin.,married,secondary,-401,yes,yes,cellular,205,3,214,1,failure,no
52,Boomer,management,married,tertiary,1355,yes,no,cellular,131,1,241,1,failure,no
41,GenX,management,married,secondary,280,yes,no,cellular,88,1,95,2,success,no
31,Millennial,admin.,single,secondary,2076,no,yes,cellular,178,1,127,7,other,no
40,GenX,services,married,secondary,2843,yes,no,cellular,223,1,305,1,success,no
47,GenX,admin.,married,secondary,829,yes,yes,cellular,48,1,188,1,failure,no
35,GenX,technician,single,secondary,-476,yes,no,cellular,57,6,177,4,failure,no
26,Millennial,unemployed,married,secondary,285,yes,no,cellular,265,2,342,2,failure,no
39,GenX,blue-collar,single,secondary,519,yes,yes,cellular,180,3,166,15,failure,no
34,Millennial,management,married,secondary,56,yes,no,cellular,311,3,183,1,failure,no
30,Millennial,unemployed,single,tertiary,1159,no,no,cellular,95,1,68,1,success,no
36,GenX,blue-collar,married,secondary,535,yes,no,cellular,121,1,343,3,failure,no
35,GenX,blue-collar,married,secondary,233,yes,no,cellular,66,1,176,1,failure,no
55,Boomer,blue-collar,married,unknown,-361,yes,no,telephone,82,2,350,1,failure,no
30,Millennial,services,divorced,secondary,1336,yes,no,cellular,13,3,355,5,failure,no
35,GenX,management,divorced,secondary,124,yes,no,cellular,48,4,146,5,failure,no
52,Boomer,management,divorced,tertiary,1988,yes,no,cellular,88,1,299,1,failure,no
54,Boomer,retired,divorced,secondary,451,no,yes,cellular,42,4,280,5,failure,no
30,Millennial,services,single,secondary,1923,no,yes,cellular,114,2,192,2,other,no
43,GenX,management,divorced,tertiary,20,no,no,cellular,590,2,255,2,failure,no
39,GenX,technician,single,secondary,1685,yes,no,cellular,319,1,368,1,failure,no
46,GenX,admin.,married,secondary,0,yes,no,cellular,87,1,185,2,other,no
42,GenX,technician,single,tertiary,-380,yes,no,cellular,413,1,294,1,other,no
52,Boomer,services,married,secondary,2904,yes,no,cellular,201,6,272,3,failure,no
37,GenX,admin.,divorced,secondary,496,no,no,cellular,118,4,272,3,failure,no
31,Millennial,self-employed,single,unknown,7118,yes,no,cellular,210,1,168,2,other,no
35,GenX,services,married,secondary,-315,yes,no,cellular,330,2,368,2,failure,no
39,GenX,housemaid,married,secondary,953,no,no,cellular,23,6,232,3,other,no
41,GenX,blue-collar,married,primary,2562,yes,no,cellular,157,1,189,4,failure,no
52,Boomer,management,married,unknown,1708,no,no,telephone,193,1,145,3,failure,no
51,Boomer,management,single,tertiary,-55,yes,no,cellular,281,2,266,6,failure,no
41,GenX,management,married,tertiary,13874,no,no,cellular,255,1,234,2,other,no
58,Boomer,technician,married,secondary,0,yes,no,cellular,1823,1,205,1,failure,no
57,Boomer,services,divorced,primary,362,no,no,cellular,91,1,231,1,failure,no
34,Millennial,blue-collar,married,secondary,7,yes,yes,cellular,171,2,193,2,other,no
40,GenX,admin.,married,secondary,0,yes,no,cellular,13,8,366,7,other,no
34,Millennial,management,married,tertiary,303,yes,no,cellular,50,1,195,2,failure,no
58,Boomer,admin.,married,secondary,580,no,yes,telephone,161,3,5,3,other,no
31,Millennial,self-employed,married,tertiary,227,yes,yes,cellular,154,6,263,3,failure,no
46,GenX,blue-collar,single,secondary,-100,yes,no,cellular,445,2,303,1,failure,no
47,GenX,blue-collar,married,primary,2,yes,yes,cellular,661,4,190,1,failure,no
29,Millennial,admin.,single,secondary,710,yes,yes,cellular,51,1,345,2,failure,no
40,GenX,blue-collar,married,secondary,1508,no,no,cellular,177,2,85,3,failure,no
42,GenX,blue-collar,married,primary,875,yes,no,cellular,426,5,148,1,failure,no
30,Millennial,admin.,married,secondary,373,yes,no,cellular,353,2,228,4,other,no
38,GenX,blue-collar,divorced,secondary,614,yes,no,cellular,314,2,331,1,failure,no
52,Boomer,technician,married,secondary,195,yes,no,cellular,145,1,98,2,failure,no
46,GenX,blue-collar,married,secondary,345,yes,yes,telephone,86,1,259,3,other,no
39,GenX,blue-collar,married,primary,1,yes,no,unknown,165,1,745,2,failure,no
40,GenX,management,single,tertiary,-50,yes,no,cellular,306,2,350,1,failure,no
42,GenX,management,married,tertiary,477,yes,no,cellular,413,2,242,3,failure,no
32,Millennial,management,single,tertiary,6248,yes,no,cellular,64,3,371,2,failure,no
32,Millennial,admin.,single,secondary,6981,yes,no,cellular,154,1,194,3,failure,no
44,GenX,technician,married,tertiary,4580,yes,no,cellular,192,2,189,2,success,no
57,Boomer,management,married,tertiary,3431,yes,no,cellular,55,2,189,1,failure,no
55,Boomer,housemaid,divorced,tertiary,1241,no,no,cellular,48,7,154,5,failure,no
38,GenX,technician,divorced,secondary,902,yes,no,cellular,108,1,102,4,success,no
30,Millennial,technician,single,tertiary,1185,yes,no,cellular,284,1,339,1,failure,no
45,GenX,management,married,secondary,4425,no,no,unknown,147,1,110,2,failure,no
32,Millennial,management,single,tertiary,1017,no,no,cellular,166,7,163,1,failure,no
52,Boomer,housemaid,married,primary,618,yes,yes,cellular,352,2,102,2,failure,no
38,GenX,management,married,tertiary,89,yes,no,cellular,71,1,360,10,failure,no
57,Boomer,services,divorced,unknown,1877,yes,no,cellular,225,4,319,1,failure,no
31,Millennial,technician,married,tertiary,1990,yes,yes,cellular,316,2,339,1,other,no
47,GenX,blue-collar,married,secondary,265,yes,no,cellular,144,2,368,1,failure,no
22,Millennial,student,single,tertiary,1258,no,no,cellular,182,1,156,1,failure,no
33,Millennial,services,single,secondary,1852,no,no,telephone,371,1,204,3,other,no
33,Millennial,technician,single,secondary,920,yes,no,cellular,58,1,122,4,failure,no
32,Millennial,unemployed,married,secondary,314,yes,no,cellular,18,6,172,10,success,no
47,GenX,technician,married,secondary,2149,yes,no,cellular,241,1,183,2,success,no
49,GenX,management,married,tertiary,666,yes,no,cellular,337,1,309,6,failure,no
55,Boomer,blue-collar,divorced,primary,2227,yes,no,telephone,148,3,172,3,failure,no
38,GenX,technician,married,secondary,728,yes,no,cellular,286,1,181,2,other,no
50,GenX,management,married,tertiary,2809,yes,no,cellular,200,2,259,9,failure,no
53,Boomer,blue-collar,divorced,primary,-1,yes,no,cellular,138,3,5,1,other,no
26,Millennial,self-employed,single,secondary,1242,yes,no,cellular,205,2,253,2,success,no
30,Millennial,admin.,single,secondary,1450,yes,no,cellular,298,1,355,1,failure,no
34,Millennial,management,married,tertiary,1047,no,no,cellular,342,1,90,7,other,no
41,GenX,management,married,tertiary,326,no,no,cellular,163,1,182,2,failure,no
53,Boomer,blue-collar,single,primary,210,yes,no,cellular,984,1,368,1,failure,no
40,GenX,management,married,tertiary,710,yes,no,cellular,266,1,298,2,failure,no
40,GenX,technician,single,secondary,572,no,no,cellular,67,1,91,2,failure,no
39,GenX,admin.,married,secondary,260,yes,no,cellular,146,1,281,1,failure,no
31,Millennial,blue-collar,married,secondary,505,yes,no,cellular,218,4,329,2,other,no
65,Boomer,retired,divorced,primary,1840,no,no,cellular,383,2,188,5,failure,no
34,Millennial,management,married,tertiary,4859,no,no,cellular,113,1,37,1,other,no
38,GenX,technician,married,secondary,511,yes,no,cellular,190,2,342,4,failure,no
65,Boomer,retired,married,secondary,1176,no,no,cellular,64,1,50,2,failure,no
36,GenX,management,married,tertiary,0,yes,no,cellular,245,2,8,1,other,no
43,GenX,blue-collar,married,secondary,704,yes,no,telephone,28,2,306,1,failure,no
47,GenX,blue-collar,divorced,secondary,1815,yes,no,cellular,105,1,253,4,failure,no
37,GenX,technician,divorced,tertiary,1174,yes,no,cellular,436,1,140,2,failure,no
40,GenX,blue-collar,married,secondary,1386,yes,yes,cellular,396,3,151,4,other,no
36,GenX,management,single,tertiary,4,yes,no,cellular,529,1,61,3,success,no
33,Millennial,management,married,tertiary,377,yes,no,cellular,213,2,276,1,failure,no
49,GenX,blue-collar,married,primary,490,yes,no,telephone,19,5,364,2,failure,no
51,Boomer,entrepreneur,married,tertiary,6659,yes,yes,cellular,191,2,189,1,failure,no
37,GenX,services,single,secondary,23,yes,no,cellular,197,1,182,1,failure,no
45,GenX,blue-collar,married,primary,2958,yes,no,cellular,580,1,317,2,failure,no
43,GenX,blue-collar,married,secondary,948,yes,no,cellular,185,1,336,2,other,no
56,Boomer,management,married,tertiary,-762,yes,yes,cellular,19,10,7,5,other,no
41,GenX,admin.,married,secondary,1395,yes,yes,cellular,85,1,308,2,failure,no
45,GenX,technician,divorced,secondary,809,yes,no,cellular,155,2,363,4,failure,no
45,GenX,blue-collar,married,secondary,192,yes,no,cellular,154,5,176,1,other,no
32,Millennial,management,divorced,tertiary,530,yes,no,cellular,118,1,60,1,failure,no
30,Millennial,blue-collar,married,secondary,246,yes,no,cellular,166,2,113,5,failure,no
32,Millennial,management,married,tertiary,272,yes,no,cellular,188,4,209,1,failure,no
44,GenX,technician,married,secondary,227,yes,yes,cellular,364,1,262,2,failure,no
21,Millennial,student,single,secondary,210,no,no,telephone,123,2,174,1,failure,no
40,GenX,blue-collar,married,secondary,498,yes,no,cellular,55,2,298,4,failure,no
30,Millennial,management,single,tertiary,938,no,no,cellular,172,2,105,1,other,no
34,Millennial,self-employed,single,tertiary,589,yes,no,telephone,44,4,367,1,other,no
31,Millennial,technician,single,secondary,1447,yes,no,cellular,225,2,95,13,other,no
34,Millennial,blue-collar,single,secondary,-60,no,no,cellular,84,1,332,1,failure,no
39,GenX,blue-collar,married,secondary,2299,yes,no,cellular,450,1,271,1,failure,no
48,GenX,admin.,divorced,secondary,-513,yes,no,cellular,54,4,362,1,other,no
44,GenX,unemployed,married,secondary,0,yes,no,cellular,58,1,195,2,failure,no
46,GenX,services,married,primary,116,yes,no,cellular,267,4,341,3,failure,no
32,Millennial,management,married,tertiary,1402,no,no,unknown,52,1,557,2,failure,no
41,GenX,blue-collar,divorced,primary,548,yes,yes,cellular,149,1,250,1,failure,no
47,GenX,blue-collar,married,primary,333,yes,no,cellular,118,1,113,4,failure,no
40,GenX,admin.,divorced,secondary,952,yes,no,cellular,126,2,333,1,failure,no
62,Boomer,retired,married,secondary,2917,no,no,cellular,147,1,188,1,success,no
32,Millennial,blue-collar,single,secondary,118,yes,no,cellular,216,1,124,1,success,no
35,GenX,blue-collar,married,secondary,-100,yes,no,telephone,13,7,272,9,failure,no
30,Millennial,admin.,single,secondary,43,yes,no,cellular,91,1,370,2,failure,no
43,GenX,technician,married,secondary,764,yes,no,cellular,164,5,127,5,failure,no
28,Millennial,technician,single,tertiary,375,yes,no,cellular,43,1,350,1,other,no
47,GenX,entrepreneur,married,unknown,0,yes,no,cellular,70,8,339,6,other,no
26,Millennial,blue-collar,single,secondary,249,yes,no,cellular,235,3,262,5,failure,no
41,GenX,services,married,secondary,1717,yes,no,cellular,520,2,343,3,other,no
37,GenX,admin.,single,tertiary,2317,yes,no,cellular,114,1,152,2,failure,no
50,GenX,self-employed,married,secondary,0,yes,no,telephone,352,2,175,11,other,no
39,GenX,management,married,tertiary,942,yes,no,cellular,564,2,265,4,other,no
39,GenX,management,married,secondary,363,yes,yes,cellular,67,1,209,1,failure,no
32,Millennial,blue-collar,married,secondary,95,yes,no,telephone,265,4,337,2,failure,no
36,GenX,admin.,married,secondary,2278,yes,no,cellular,200,3,298,1,failure,no
30,Millennial,management,single,tertiary,61,yes,no,telephone,36,7,165,5,other,no
35,GenX,admin.,single,secondary,0,yes,no,cellular,80,1,273,1,failure,no
49,GenX,management,single,tertiary,493,no,no,cellular,161,1,39,1,failure,no
36,GenX,management,married,tertiary,1257,no,no,cellular,108,9,101,1,other,no
30,Millennial,technician,single,secondary,3313,yes,no,telephone,534,3,319,3,failure,no
47,GenX,blue-collar,married,unknown,1044,yes,no,cellular,208,6,371,1,failure,no
36,GenX,blue-collar,married,secondary,-53,yes,no,cellular,9,5,322,8,other,no
32,Millennial,technician,single,secondary,28,yes,no,cellular,598,1,150,1,failure,no
26,Millennial,technician,single,secondary,1873,no,no,cellular,1013,3,276,2,other,no
37,GenX,blue-collar,single,primary,275,yes,no,cellular,103,1,367,1,other,no
40,GenX,management,married,tertiary,351,yes,no,cellular,338,1,254,3,failure,no
43,GenX,blue-collar,divorced,secondary,898,yes,no,cellular,405,1,174,3,failure,no
33,Millennial,technician,single,secondary,0,yes,no,cellular,91,3,236,4,other,no
35,GenX,management,married,tertiary,105,yes,no,cellular,36,1,365,3,failure,no
42,GenX,management,single,tertiary,336,yes,no,cellular,142,6,195,3,failure,no
33,Millennial,admin.,divorced,secondary,661,yes,no,cellular,108,1,99,7,failure,no
35,GenX,admin.,married,secondary,5250,yes,no,cellular,343,2,146,1,failure,no
47,GenX,management,married,tertiary,-337,no,yes,cellular,243,4,161,2,failure,no
41,GenX,student,single,secondary,595,yes,no,unknown,22,1,107,2,success,no
54,Boomer,admin.,married,secondary,956,yes,yes,telephone,136,2,362,1,other,no
35,GenX,technician,married,secondary,-259,yes,no,cellular,381,1,247,2,failure,no
26,Millennial,admin.,single,secondary,1327,no,no,cellular,104,1,31,4,failure,no
46,GenX,management,married,tertiary,7485,no,no,cellular,145,1,779,2,failure,no
42,GenX,services,married,secondary,-141,yes,yes,cellular,211,3,345,3,failure,no
28,Millennial,technician,single,tertiary,0,yes,no,cellular,150,1,79,3,success,no
52,Boomer,admin.,single,unknown,872,yes,no,telephone,82,6,335,1,other,no
35,GenX,technician,married,secondary,5553,yes,no,cellular,371,3,136,7,failure,no
25,Millennial,student,single,unknown,839,no,no,cellular,109,1,181,2,other,no
33,Millennial,management,married,tertiary,621,no,no,cellular,1435,3,99,5,failure,no
34,Millennial,admin.,married,secondary,3185,yes,no,cellular,93,1,191,1,failure,no
47,GenX,housemaid,married,secondary,3940,yes,no,cellular,211,1,87,1,other,no
36,GenX,blue-collar,married,secondary,1949,yes,no,cellular,48,2,319,3,failure,no
51,Boomer,blue-collar,married,primary,216,yes,no,cellular,666,3,274,3,failure,no
37,GenX,unemployed,single,tertiary,1316,yes,no,cellular,389,1,172,2,failure,no
31,Millennial,entrepreneur,single,secondary,159,yes,no,cellular,66,1,182,1,failure,no
34,Millennial,management,single,tertiary,1228,no,no,cellular,99,2,105,10,success,no
50,GenX,blue-collar,married,primary,111,yes,no,telephone,8,6,366,1,other,no
29,Millennial,admin.,single,secondary,25,yes,no,cellular,244,1,343,2,failure,no
41,GenX,management,married,tertiary,1143,yes,no,cellular,134,1,8,2,other,no
52,Boomer,blue-collar,divorced,primary,-100,yes,no,cellular,7,4,340,15,other,no
24,Millennial,admin.,single,secondary,290,yes,no,cellular,80,3,368,4,failure,no
35,GenX,blue-collar,married,secondary,247,yes,yes,cellular,114,1,352,5,failure,no
40,GenX,admin.,married,tertiary,1108,no,no,cellular,228,1,92,5,failure,no
44,GenX,technician,married,secondary,78,yes,no,cellular,122,1,357,1,failure,no
43,GenX,management,married,tertiary,1336,yes,yes,cellular,82,2,309,1,failure,no
57,Boomer,housemaid,married,primary,501,yes,yes,cellular,105,7,188,2,failure,no
32,Millennial,services,single,secondary,2251,yes,yes,cellular,131,1,124,1,failure,no
54,Boomer,blue-collar,married,unknown,1827,no,no,cellular,167,1,350,1,failure,no
41,GenX,blue-collar,married,unknown,402,yes,no,cellular,604,1,204,2,failure,no
42,GenX,blue-collar,married,secondary,343,yes,no,telephone,33,7,365,7,failure,no
43,GenX,unemployed,married,secondary,511,yes,yes,telephone,191,5,190,5,other,no
